idx	case	relation	subject	predicate	quote	context	licensed
304	119	required_for	Psoriasis	skin biopsy	A skin biopsy may occasionally be helpful in atypical cases	A skin biopsy may occasionally be helpful in atypical cases to rule out notoriously similar pathologies.	
305	179	required_for	Congenital Heart Defects	diagnosis	an exact diagnosis of the type of defect is not necessary	an exact diagnosis of the type of defect is not necessary	
306	257	required_for	Trauma	primary survey	conducting proper primary and secondary surveys	conducting proper primary and secondary surveys	
307	326	required_for	Spondylodiscitis	clinical evidence	clinical, radiological, and microbiological evidence	clinical, radiological, and microbiological evidence	
308	475	required_for	Ulnar Neuropathy	electrodiagnostic testing	to diagnose ulnar neuropathy properly with electrodiagnostic testing	to diagnose ulnar neuropathy properly with electrodiagnostic testing	
309	475	sufficient_for	Anterior Interosseous Nerve Syndrome	positive outcomes	75% or more significant positive outcomes following surgery	75% or more significant positive outcomes following surgery	
310	49	required_for	Surgical Site Infection	skin decontamination	antibiotic prophylaxis and skin decontamination are important factors in preventing SSI	Also, antibiotic prophylaxis and skin decontamination are important factors in preventing SSI.[10] Antibiotics to cover common pathogens in case of surgical site infections need to be employed early and later adjusted per reports from cultures.	
311	49	sufficient_for	Acute diverticulitis	MRI	In pregnant adults with suspected acute diverticulitis, US or MRI can be considered for imaging	In pregnant adults with suspected acute diverticulitis, should CT, US (ultrasound), or MRI be obtained as the initial imaging modality? In pregnant adults with suspected acute diverticulitis, US or MRI can be considered for imaging;	
312	522	required_for	Lewy body dementia	parkinsonian syndrome	requiring 2 of 3 of the following: a parkinsonian syndrome	a parkinsonian syndrome	
313	522	sufficient_for	Dementia with Lewy Bodies	123I-MIBG cardiac scintigraphy	consider 123I-MIBG cardiac scintigraphy	consider 123I-MIBG cardiac scintigraphy	
314	56	required_for	Anal Cancer	biopsy	should be evaluated with a biopsy	should be evaluated with a biopsy	
315	773	required_for	Alcoholic cardiomyopathy	Chronic heavy alcohol use	a personal history of chronic heavy alcohol use	Other etiologies associated with chronic alcohol use may be associated with it and patients may also show signs of liver disease, folate deficiency, increase the risk for bleeding, malnutrition, peripheral neuropathy, and neurological conditions such as Wernicke-Korsakoff syndrome. The key to diagnosis is a personal history of chronic heavy alcohol use and the absence of other etiologies.	
316	91	required_for	Infantile Hemangiomas	high-frequency ultrasound	high-frequency ultrasound can be particularly useful for the differential diagnosis of deep IHs	high-frequency ultrasound can be particularly useful for the differential diagnosis of deep IHs	
317	119	required_for	Oral lichen planus	improvement	If there is no improvement after 6 weeks	If there is no improvement after 6 weeks	
318	179	required_for	bronchial atresia	high-resolution computed tomography	high-resolution computed tomography being the modality of choice for diagnosis	high-resolution computed tomography being the modality of choice for diagnosis	
319	257	required_for	Retroperitoneal hematoma	computed tomography imaging	computed tomography imaging	In most cases, retroperitoneal hematoma diagnosis relies upon computed tomography imaging, which may also identify the underlying cause.	
320	326	required_for	vertebral osteomyelitis	high clinical suspicion	high clinical suspicion of vertebral osteomyelitis	high clinical suspicion of vertebral osteomyelitis	
321	475	required_for	TTP	microangiopathic hemolytic anemia	The diagnosis is made by finding a microangiopathic hemolytic anemia in the context of the characteristic clinical picture	The diagnosis is made by finding a microangiopathic hemolytic anemia in the context of the characteristic clinical picture. There is an important overlap among TTP, HUS, toxemia of pregnancy, the hemolytic anemia with elevated liver function tests and platelet count (HELLP syndrome), hypertensive encephalopathy, and other causes of the posterior reversible leukoencephalopathy syndrome (PRES, see e	
322	475	sufficient_for	tarsal tunnel syndrome	conservative treatment plan	conservative treatment plan	If tarsal tunnel syndrome is identified early in the disease course, the patient can benefit from a conservative treatment plan, depending on the cause, if found.	
323	49	required_for	Complicated diverticulitis	CT abdomen pelvis with IV contrast	CT abdomen pelvis with IV contrast: gold standard for diverticulitis	CT abdomen pelvis with IV contrast:	
324	49	sufficient_for	Diverticulosis	colonoscopy	may be confirmed by colonoscopy	A diagnosis of diverticulosis is suspected based on clinical presentation (eg, a history of painless rectal bleeding or unexplained abdominal pain and cramping, altered bowel movements) and may be confirmed by colonoscopy or an X-ray following a barium enema. If the patient presents with extreme abdominal pain, however, the test of choice is typically a computed tomography of the abdomen to avoid 	
325	522	required_for	neurosyphilis	high index of suspicion	high index of suspicion	high index of suspicion	
326	56	required_for	sarcomas	expertise in pathology	recommended that sarcoma diagnoses be confirmed by pathologists with expertise in this field	Consequently, in recent years, it has been recommended that sarcoma diagnoses be confirmed by pathologists with expertise in this field. Similarly, it is advisable that the diagnosis and treatment of sarcomas be conducted in specialized centers with multidisciplinary teams dedicated to this pathology.	
327	773	required_for	Nonischemic dilated cardiomyopathy	24-hour Holter monitoring	24-hour Holter monitoring	Some studies demonstrate that ambulatory ECG monitoring is a risk-stratification tool for sudden cardiac death by detecting nonsustained ventricular tachycardia episodes.[43][44] Other studies suggest that ambulatory ventricular arrhythmias alone may not reliably predict sudden cardiac death.[45] Notably, 24-hour Holter monitoring has revealed nonsustained ventricular tachycardia in 40% to 60% of 	
328	91	required_for	Lobular Capillary Hemangioma	histologic examination	A histologic examination is warranted	In some instances, a dermoscopic examination is valuable. Lesions show a pink or red homogenous papule with a scaly, white "collarette."[53] Occasionally, white lines that intersect may be seen and represent fibrous septa.[53] A histologic examination is warranted if a diagnosis cannot be achieved on clinical grounds.	
329	119	required_for	Dermatitis Herpetiformis	direct immunofluorescence	Direct immunofluorescence is considered the gold standard	Diagnosis of dermatitis herpetiformis is based on clinical signs and symptoms, serological testing, and skin biopsy with tissue pathology and direct immunofluorescence microscopy. Direct immunofluorescence is considered the gold standard, with approximately 92% of cases demonstrating characteristic granular IgA deposits at the dermal papillae.	
330	179	required_for	congenital heart disease	autoptic data	autoptic, histopathological, or immunohistochemical data	autoptic, histopathological, or immunohistochemical data	
331	257	required_for	Septic Arthritis	monoarticular complaint	monoarticular complaints	monoarticular complaints	
332	326	required_for	Brucellosis	epidemiological surveillance	epidemiological surveillance is vital	While the disease is on the decline, epidemiological surveillance is vital to detect any outbreak or local emergence in humans or animals.	
333	475	required_for	Ulnar Neuropathy	early intervention	early intervention critical to prevent progression	early intervention critical to prevent progression	
334	475	sufficient_for	Mononeuropathy	electrodiagnostic studies	and then confirmed with electrodiagnostic studies in the subacute period, if necessary	In all cases of mononeuropathy, the diagnosis can be made through the clinical examination and then confirmed with electrodiagnostic studies in the subacute period, if necessary.	
335	49	required_for	Abscess	surgical intervention	Without surgical intervention	Without surgical intervention, the prognosis is usually not favorable.	
336	522	required_for	Delirium	laboratory testing	obtaining laboratory testing	The evaluation involves taking a thorough history, performing a complete physical examination, obtaining laboratory testing, and obtaining imaging when indicated.	
337	56	required_for	Malignant fibrous histiocytoma	immunohistochemical staining	Immunohistochemical staining is essential to rule out other neoplasms	Immunohistochemical staining is essential to rule out other neoplasms, including schwannoma and melanoma.	
