case_key,family,arm,label,equivalence,direction,vignette_consistency,explanation
DA_d2_heldout200b/747,DA,raw_vignette,"Mycoplasma pneumoniae pneumonia (severe) with plastic bronchitis, complicated by Kawasaki disease (incomplete) with coronary artery dilation",compatible_partial,different,supported,"Output adds plastic bronchitis and incomplete Kawasaki disease, supported by the vignette but not in the reference. It also misses necrotizing pneumonia."
DA_d2_heldout200b/748,DA,flat_facts,"Invasive Klebsiella pneumoniae syndrome with pyogenic liver abscess, septic pulmonary emboli, spondylodiscitis, and hepatic vein thrombosis",compatible_partial,different,contradicted,The output misidentifies the Klebsiella species and omits one metastatic complication. The vignette specifies Klebsiella oxytoca.
DA_d2_heldout200b/748,DA,typed_event_graph,"Invasive Klebsiella pneumoniae syndrome with pyogenic liver abscess, septic pulmonary emboli, spondylodiscitis, and hepatic vein thrombosis",compatible_partial,different,contradicted,The output misidentifies the Klebsiella species and omits one metastatic complication. The vignette specifies Klebsiella oxytoca.
DA_d2_heldout200b/748,DA,raw_vignette,"Klebsiella pneumoniae liver abscess syndrome with septic emboli to lungs, iliopsoas, and intervertebral disc",compatible_partial,different,contradicted,"The output misidentifies the Klebsiella species, omits several complications, and adds an unsupported complication (iliopsoas septic emboli). The vignette specifies Klebsiella oxytoca."
DA_d2_heldout200b/752,DA,flat_facts,"Spinal epidural vascular malformation (e.g., arteriovenous malformation) with acute hemorrhage causing spinal cord compression at T2-3",compatible_partial,different,supported,The output identifies the vascular malformation but misses the primary diagnosis of epidural hematoma.
DA_d2_heldout200b/752,DA,typed_event_graph,"Acute spinal cord compression at T2-3 due to ruptured epidural vascular malformation (cavernous malformation) with hemorrhage, causing flaccid paraplegia in a postpartum woman",compatible_partial,different,supported,The output identifies the vascular malformation but misses the primary diagnosis of epidural hematoma.
DA_d2_heldout200b/752,DA,raw_vignette,"Spinal epidural hematoma secondary to ruptured epidural vascular malformation (e.g., arteriovenous malformation) causing acute spinal cord compression at T2-3",complete_equivalent,same,supported,The output correctly identifies both the spinal epidural hematoma and the underlying vascular malformation.
DA_d2_heldout200b/753,DA,raw_vignette,"CHD2-related developmental and epileptic encephalopathy (OMIM 615369) with intellectual disability, dysmorphic features, and mild frontal colpocephaly",compatible_partial,broader,supported,Output omits the specific DEE-94 subtype and temporal scope. It adds supported clinical features.
DA_d2_heldout200b/753,DA,typed_event_graph,CHD2-related epileptic encephalopathy,compatible_partial,broader,supported,"Output omits the specific DEE-94 subtype and temporal scope, making it broader."
DA_d2_heldout200b/753,DA,flat_facts,CHD2-related epileptic encephalopathy,compatible_partial,broader,supported,"Output omits the specific DEE-94 subtype and temporal scope, making it broader."
DA_d2_heldout200b/754,DA,flat_facts,Capillary malformation-arteriovenous malformation syndrome (CM-AVM) due to RASA1 mutation,incorrect,different,supported,"This output identifies a different syndrome. While capillary malformations are present, the core diagnoses of MIC-CAP and MWS are missed."
DA_d2_heldout200b/754,DA,typed_event_graph,Hereditary hemorrhagic telangiectasia (HHT) with possible cerebral AVM,incorrect,different,supported,"This output identifies a different syndrome. While epistaxis and vascular malformations are present, the core diagnoses of MIC-CAP and MWS are missed."
DA_d2_heldout200b/754,DA,raw_vignette,Microcephaly-capillary malformation syndrome (MIC-CAP),compatible_partial,narrower,supported,"The output correctly identifies MIC-CAP but omits the concurrent Mowat-Wilson syndrome, making it a partial diagnosis."
DA_d2_heldout200b/756,DA,typed_event_graph,Torsion of the left testicular appendage (appendix testis) with hemorrhagic infarction and secondary Pseudomonas aeruginosa infection,incorrect,different,contradicted,"The output diagnoses torsion of the appendix testis, which contradicts the reference diagnosis of epididymal orchitis and the clinical findings."
DA_d2_heldout200b/756,DA,flat_facts,Torsion of left testicular appendage (appendix testis) with hemorrhagic infarction,incorrect,different,contradicted,"The output diagnoses torsion of the appendix testis, which contradicts the reference diagnosis of epididymal orchitis and the clinical findings."
DA_d2_heldout200b/756,DA,raw_vignette,左侧急性化脓性附睾睾丸炎（铜绿假单胞菌）并发睾丸梗死和萎缩,complete_equivalent,same,supported,"The output is a complete equivalent in Chinese, identifying acute epididymo-orchitis, P. aeruginosa, left side, and testicular infarction/atrophy."
DA_d2_heldout200b/757,DA,flat_facts,"Mainzer-Saldino syndrome (nephronophthisis with hepatic fibrosis and skeletal dysplasia) due to compound heterozygous WDR19 variants, with concurrent congenital hypothyroidism due to compound heterozygous TG variants",incorrect,different,supported,"The output identifies Mainzer-Saldino syndrome, which is not NPHP13 or Caroli disease. It adds congenital hypothyroidism, which is supported."
DA_d2_heldout200b/757,DA,raw_vignette,Nephronophthisis (NPHP) associated with compound heterozygous WDR19 gene mutations,compatible_partial,broader,supported,The output identifies Nephronophthisis and the WDR19 etiology but omits the specific NPHP13 subtype and Caroli disease complication.
DA_d2_heldout200b/757,DA,typed_event_graph,Cranioectodermal dysplasia (Sensenbrenner syndrome) with congenital hypothyroidism,incorrect,different,supported,"The output identifies Cranioectodermal dysplasia, which is not NPHP13 or Caroli disease. It adds congenital hypothyroidism, which is supported."
DA_d2_heldout200b/758,DA,raw_vignette,COVID-19-associated myocarditis with microvascular thrombosis,compatible_partial,different,supported,The output identifies COVID-19 cardiac involvement but uses 'myocarditis' and 'microvascular thrombosis' instead of 'diffuse myocardial necrosis'.
DA_d2_heldout200b/762,DA,typed_event_graph,Myotonic dystrophy type 1 (DM1),incorrect,different,contradicted,"The output identifies a different genetic disorder. The vignette does not support DM1, and the reference is SCN4A-associated myopathy."
DA_d2_heldout200b/762,DA,raw_vignette,Congenital myasthenic syndrome (CMS),incorrect,different,contradicted,The output identifies a different disorder. The vignette's negative Tensilon test and normal AChR antibodies contradict CMS.
DA_d2_heldout200b/762,DA,flat_facts,"Mitochondrial encephalomyopathy (e.g., MELAS spectrum) with progressive myopathy and cerebral atrophy",incorrect,different,contradicted,"The output identifies a different disorder. Normal lactate, ammonia, and muscle biopsy findings (e.g., no ragged red fibers) contradict mitochondrial encephalomyopathy."
DA_d2_heldout200b/763,DA,flat_facts,"ATAD3A-related mitochondrial disorder (Harel-Yoon syndrome) with neonatal respiratory distress, laryngeal stridor, dysphagia, hypotonia, corneal opacity, and epileptiform EEG",complete_equivalent,same,supported,"The output identifies the same syndrome and etiology, and adds supported clinical details."
DA_d2_heldout200b/763,DA,raw_vignette,"ATAD3A-related Harel-Yoon syndrome (neonatal hypotonia, laryngeal stridor, corneal opacity, cardiac anomalies)",complete_equivalent,same,supported,"The output identifies the same syndrome and etiology, and adds supported clinical details."
DA_d2_heldout200b/765,DA,flat_facts,Familial progressive cardiac conduction disease (Lenègre disease) with intermittent complete heart block,incorrect,different,contradicted,The output proposes a different primary diagnosis (familial progressive cardiac conduction disease) and adds 'intermittent' which is not explicitly supported for the block.
DA_d2_heldout200b/765,DA,typed_event_graph,Mitochondrial cardiomyopathy with complete atrioventricular block and lactic acidosis,incorrect,different,contradicted,"The output proposes a different primary diagnosis (mitochondrial cardiomyopathy) and adds lactic acidosis as a complication, which is not the core diagnosis."
DA_d2_heldout200b/765,DA,raw_vignette,Familial progressive cardiac conduction disease (Lenègre disease),incorrect,different,contradicted,The output proposes a different primary diagnosis (familial progressive cardiac conduction disease) and omits the complete atrioventricular block.
DA_d2_heldout200b/766,DA,raw_vignette,Monkeypox (mpox) infection complicated by myocarditis and pericarditis with advanced AV block and sinus node dysfunction,compatible_partial,broader,supported,"The output identifies monkeypox and myopericarditis with conduction issues, but omits the concurrent Lyme disease from the reference."
DA_d2_heldout200b/766,DA,flat_facts,Disseminated herpes simplex virus infection with myocarditis and atrioventricular block,incorrect,different,contradicted,"The output diagnoses herpes simplex virus, which was negative in labs, and misses monkeypox and Lyme disease."
DA_d2_heldout200b/766,DA,typed_event_graph,Acute myocarditis due to disseminated cryptococcosis (Cryptococcus neoformans infection),incorrect,different,contradicted,"The output diagnoses cryptococcosis, which is not supported by the vignette, and misses the reference diagnoses."
DA_d2_heldout200b/770,DA,raw_vignette,Severe leptospirosis with pulmonary hemorrhage syndrome (Weil's disease) and septic shock,compatible_partial,different,supported,"Output identifies Leptospirosis but omits AKI and ALI, which are supported by the vignette. It adds septic shock, also supported."
DA_d2_heldout200b/771,DA,flat_facts,Post-COVID-19 reactive arthritis,compatible_partial,narrower,supported,"The output is narrower, specifying 'reactive arthritis' instead of the broader 'syndrome with osteoarticular and neurological manifestations'."
DA_d2_heldout200b/771,DA,raw_vignette,Reactive arthritis (post-COVID-19 or post-vaccination),compatible_partial,narrower,supported,"The output is narrower, specifying 'reactive arthritis' and adding 'post-vaccination' as an alternative etiology not in the reference."
DA_d2_heldout200b/771,DA,typed_event_graph,Reactive arthritis secondary to SARS-CoV-2 infection and COVID-19 vaccination,compatible_partial,narrower,supported,"The output is narrower, specifying 'reactive arthritis' and adding 'vaccination' as a specific etiology not in the reference."
DA_d2_heldout200b/773,DA,raw_vignette,特发性肺动脉高压（IPAH）伴卵圆孔未闭右向左分流,complete_equivalent,same,supported,"The output is a direct translation of the reference, identifying both IPAH and PFO."
DA_d2_heldout200b/774,DA,raw_vignette,"Invasive Klebsiella pneumoniae syndrome with liver abscess, septicemia, cerebral infarction with gas accumulation, pneumothorax, and right lung consolidation/atelectasis",compatible_partial,narrower,supported,"Output omits kidney involvement and the explicit 'multiple organ involvement' from the reference, making it narrower."
